time,distance,spot,cycle,rgt,dh_fit_dy,pflags,h_sigma,w_surface_window_final,gt,n_fit_photons,h_mean,dh_fit_dx,rms_misfit,segment_id,geometry
2022-03-04 02:48:03.274853888,12251808.570681993,5,14,1097,0.0,0,0.010324501718709663,3.0,50,167,26.058639713946764,0.0033363122904202258,0.1332430482715092,611664,POINT (-148.67466327830306 70.10500118964737)
2022-03-04 02:48:03.276267264,12251818.58376298,5,14,1097,0.0,0,0.009436365604836898,3.0,50,185,26.097184489445702,0.005386147691163587,0.12810387637336124,611665,POINT (-148.67469630419325 70.10491215044183)
2022-03-04 02:48:03.277679360,12251828.58376298,5,14,1097,0.0,0,0.009634256300238604,3.0,50,195,26.133454675677093,0.004172331753873972,0.13450834450829935,611665,POINT (-148.67472933040568 70.10482322863005)
2022-03-04 02:48:03.279092480,12251838.596844107,5,14,1097,0.0,0,0.008913833198929235,3.0,50,217,26.168856228056733,0.0040115939876943655,0.13097382035246868,611666,POINT (-148.67476233912086 70.10473418810889)
2022-03-04 02:48:03.280500480,12251848.596844107,5,14,1097,0.0,0,0.008631156016680169,3.0,50,211,26.204359592310954,0.00248303724308231,0.12520853032238602,611666,POINT (-148.67479516994746 70.10464525856474)
2022-03-04 02:48:03.281906944,12251858.609925376,5,14,1097,0.0,0,0.009454840847529731,3.0,50,186,26.219314045010783,0.0007403336395267515,0.12892132225698275,611667,POINT (-148.6748279970873 70.10455621077848)
2022-03-04 02:48:03.283310080,12251868.609925376,5,14,1097,0.0,0,0.009278472856075012,3.0,50,193,26.201881406079284,-0.0029545670794429322,0.12847681597565885,611667,POINT (-148.67486078442911 70.10446727955386)
2022-03-04 02:48:03.284716544,12251878.623006785,5,14,1097,0.0,0,0.010207205790686177,3.0,50,175,26.207634828375657,0.004775603989010847,0.13450201578788754,611668,POINT (-148.67489361084276 70.10437823109099)
2022-03-04 02:48:03.286120192,12251888.623006785,5,14,1097,0.0,0,0.01120965953953031,3.0,50,163,26.253963375340064,0.004881772677014673,0.14123380386602205,611668,POINT (-148.6749263897987 70.10428929973007)
2022-03-04 02:48:03.287522560,12251898.636088336,5,14,1097,0.0,0,0.010413839080598626,3.0,50,182,26.303600975447644,0.002964859054514808,0.14040120844688514,611669,POINT (-148.6749592187383 70.10420025176654)
2022-03-04 02:48:03.288927488,12251908.636088336,5,14,1097,0.0,0,0.010120624260618325,3.0,50,188,26.340118868528656,0.0029959515809940885,0.13869767970115215,611669,POINT (-148.67499201721313 70.10411132093567)
2022-03-04 02:48:03.290331392,12251918.649170026,5,14,1097,0.0,0,0.008962781626879402,3.0,50,218,26.372129176725675,0.005291938319476676,0.13123162140611327,611670,POINT (-148.67502487151503 70.10402227420826)
2022-03-04 02:48:03.291734528,12251928.649170026,5,14,1097,0.0,0,0.00858360796322979,3.0,50,210,26.411895951379236,0.003779077052455771,0.12312778902486479,611670,POINT (-148.6750576941126 70.10393334435282)
2022-03-04 02:48:03.293137920,12251938.662251858,5,14,1097,0.0,0,0.009611574860242254,3.0,50,191,26.430583413569202,0.000714783518676792,0.13281571150446256,611671,POINT (-148.67509057772946 70.10384429913614)
2022-03-04 02:48:03.294543872,12251948.662251858,5,14,1097,0.0,0,0.01024552975612834,3.0,50,199,26.45772216197431,0.0025998185422654013,0.14445914258018072,611671,POINT (-148.67512342979944 70.10375536996338)
2022-03-04 02:48:03.295947776,12251958.675333831,5,14,1097,0.0,0,0.010512874319435718,3.0,50,178,26.4849328922644,0.0010889398475413053,0.13949997603981537,611672,POINT (-148.67515633542652 70.10366632555386)
2022-03-04 02:48:03.297351680,12251968.675333831,5,14,1097,0.0,0,0.009541170652979656,3.0,50,178,26.490434261050353,0.002163142886333329,0.12724033612948438,611672,POINT (-148.67518915143563 70.10357739535533)
2022-03-04 02:48:03.298756352,12251978.688415945,5,14,1097,0.0,0,0.010008526408114725,3.0,50,192,26.485256531547115,0.00045202868489195504,0.1386413873449809,611673,POINT (-148.6752220416094 70.10348834996547)
2022-03-04 02:48:03.300164608,12251988.688415945,5,14,1097,0.0,0,0.010755196130359638,3.0,50,179,26.497006981418348,0.005890054723101649,0.1436649919204292,611673,POINT (-148.67525508242133 70.10339942935995)
